Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Deliverable Volume,%Deliverble,High rolling_mean_win(3),High rolling_mean_win(7),Low rolling_mean_win(3),Low rolling_mean_win(7),Volume rolling_mean_win(3),Volume rolling_mean_win(7),Turnover rolling_mean_win(3),Turnover rolling_mean_win(7),High rolling_std_win(3),High rolling_std_win(7),Low rolling_std_win(3),Low rolling_std_win(7),Volume rolling_std_win(3),Volume rolling_std_win(7),Turnover rolling_std_win(3),Turnover rolling_std_win(7)
2002-02-06,BAJAUTOFIN,EQ,39.5,40.0,40.1,40.0,40.05,40.05,40.03,1151,4607505000.0,1149.0,0.9983,40.36666666666667,40.449999999999996,39.333333333333336,39.34285714285714,2638.6666666666665,2414.4285714285716,10475401666.666666,9620496428.571428,0.23094010767596726,0.314907393795048,1.154700538379309,0.8536336896997483,2796.9037046944136,1767.5403679636088,11018442087.155909,6968116381.895435
2002-02-07,BAJAUTOFIN,EQ,40.05,39.8,40.65,39.75,40.5,40.5,40.42,2550,10306000000.0,2400.0,0.9412,40.416666666666664,40.542857142857144,39.25,39.37142857142857,3188.6666666666665,2528.714285714286,12699818333.333334,10097682142.857143,0.284312035153967,0.24904579804512567,1.0897247358852273,0.8649938067490519,2421.0267105782486,1743.1140442978908,9517742868.677355,6869690714.74709
2002-02-08,BAJAUTOFIN,EQ,40.5,40.0,40.95,40.0,40.95,40.95,40.53,1375,5573165000.0,1375.0,1.0,40.56666666666666,40.550000000000004,39.916666666666664,39.51428571428571,1692.0,2268.0,6828890000.0,9070124285.714285,0.4310839052126662,0.26140645235620674,0.14433756729790898,0.8759348747263328,751.4432779658126,1762.3520268852774,3049728721.210348,6941610508.005604
2002-02-11,BAJAUTOFIN,EQ,40.95,48.25,48.25,40.55,41.45,41.45,41.13,2200,9049000000.0,1800.0,0.8181999999999999,43.28333333333333,41.62857142857143,40.1,39.550000000000004,2041.6666666666667,2420.8571428571427,8309388333.333333,9708895714.285715,4.303874223688885,2.9307076993531354,0.4092676385938055,0.9174239296348218,603.2895932579463,1692.2042261078066,2451571097.7674365,6659294355.524502
2002-02-12,BAJAUTOFIN,EQ,41.45,41.5,43.5,41.5,43.1,43.1,42.65,6650,28362980000.0,6250.0,0.9398,44.23333333333333,42.06428571428571,40.68333333333334,39.971428571428575,3408.3333333333335,2955.8571428571427,14328381666.666666,12102478571.428572,3.704839177796206,2.952924297160704,0.7588368291889308,1.0495463872776436,2837.5091776650406,2339.124154362865,12277940381.851862,9749710926.350904
2002-02-13,BAJAUTOFIN,EQ,43.1,43.05,45.95,43.05,44.85,44.9,44.97,7955,35773175000.0,7680.0,0.9654,45.900000000000006,42.84285714285714,41.699999999999996,40.40714285714285,5601.666666666667,3963.714285714286,24395051666.666668,16693967857.142857,2.3753947040440337,3.18138185010706,1.2619429464124847,1.5682869028094786,3017.3263551252344,2783.3870083219144,13796873696.657103,12324327765.295113
2002-02-14,BAJAUTOFIN,EQ,44.9,44.85,46.65,44.05,46.65,46.5,45.5,2829,12870780000.0,2689.0,0.9505,45.366666666666674,43.721428571428575,42.86666666666667,41.271428571428565,5811.333333333333,3530.0,25668978333.333332,15220372142.857143,1.6540354691885388,3.2743774399185805,1.2848475914806405,1.683462984163171,2663.9238602732867,2672.0588815867522,11686451896.063602,12031935783.171968
2002-02-15,BAJAUTOFIN,EQ,46.5,48.9,49.0,46.5,48.75,47.95,47.89,4725,22629200000.0,4475.0,0.9471,47.20000000000001,44.99285714285715,44.53333333333333,42.199999999999996,5169.666666666667,4040.5714285714284,23757718333.333332,17794900000.0,1.5976545308671966,3.3606086466874725,1.7750586844759975,2.4728526037756398,2591.768765405843,2475.984441061965,11492827737.572186,11287642930.484138
2002-02-18,BAJAUTOFIN,EQ,47.95,49.2,56.95,49.2,54.4,54.7,52.3,17494,91486380000.0,15839.0,0.9054,50.86666666666667,47.32142857142857,46.583333333333336,43.55,8349.333333333334,6175.428571428572,42328786666.666664,29392097142.857143,5.397761881866779,5.064900224655409,2.576011128340423,3.339910178432944,7976.051675693515,5532.519403705777,42850419215.78053,29431703507.00356
2002-02-19,BAJAUTOFIN,EQ,54.7,55.0,57.0,50.1,50.5,50.95,53.29,16304,86887505000.0,10921.0,0.6698000000000001,54.31666666666666,49.614285714285714,48.6,44.99285714285714,12841.0,8308.142857142857,67001028333.333336,41008431428.57143,4.604436266616589,5.326014323246668,1.873499399519623,3.7116290865589554,7053.801599137872,6209.632018849731,38495866986.58063,34134920703.2816
2002-02-21,BAJAUTOFIN,EQ,46.95,49.85,50.55,48.05,50.0,49.6,49.54,4197,20793775000.0,3450.0,0.8220000000000001,54.833333333333336,49.94285714285714,49.11666666666667,46.06428571428571,12665.0,8593.42857142857,66389220000.0,42686256428.57143,3.709559722303193,5.298697054577716,1.0275375094534178,3.2718132441754504,7357.60103566373,5921.423670513221,39553708629.87976,32554257961.873405
2002-02-22,BAJAUTOFIN,EQ,49.6,49.6,50.0,48.0,48.15,48.3,48.48,2650,12845995000.0,2200.0,0.8301999999999999,52.51666666666667,50.871428571428574,48.71666666666667,46.99285714285714,7717.0,8022.0,40175758333.333336,40469544285.71429,3.8924071386911767,4.489140335563261,1.1982626312014093,2.6174778845656843,7476.679008757832,6319.826790875414,40648274984.55787,34179834537.573402
2002-02-25,BAJAUTOFIN,EQ,48.3,46.7,48.0,46.1,47.9,47.65,47.0,1150,5404500000.0,1000.0,0.8695999999999999,49.51666666666667,51.16428571428572,47.38333333333333,47.42857142857143,2665.6666666666665,7049.857142857143,13014756666.666666,36131162142.85714,1.341951315560254,4.170103344614134,1.111680409710316,2.0424366866680552,1523.5604134176385,6834.2974139890275,7696025378.824339,36709029459.304344
2002-02-26,BAJAUTOFIN,EQ,47.65,48.0,48.0,46.0,46.55,46.55,46.62,3600,16783954999.999998,3500.0,0.9722,48.666666666666664,51.357142857142854,46.699999999999996,47.707142857142856,2466.6666666666665,7160.0,11678150000.0,36690187142.85714,1.1547005383794804,3.952048895976687,1.1269427669586207,1.5870382718102407,1235.2462642458488,6760.752990606888,5778918193.076882,36323542749.40461
2002-02-27,BAJAUTOFIN,EQ,46.55,46.5,47.05,45.5,47.05,47.05,46.5,4093,19030450000.0,4093.0,1.0,47.68333333333334,51.07857142857142,45.86666666666667,47.56428571428571,2947.6666666666665,7069.714285714285,13739635000.0,36176080000.0,0.5484827557305803,4.206429319392839,0.32145502536696935,1.750408115677178,1576.2189991664627,6802.779939463122,7305309134.282065,36580284673.23576
2002-02-28,BAJAUTOFIN,EQ,47.05,40.0,49.95,40.0,43.75,44.25,45.03,9100,40979750000.0,8375.0,0.9203,48.333333333333336,50.07857142857143,43.833333333333336,46.25,5597.666666666667,5870.571428571428,25598051666.666668,28960847142.857143,1.478456402243178,3.3157273137349095,3.3291640592397496,3.1842058141185845,3043.109648588648,5213.086285402112,13368214826.950838,27773285196.837223
2002-03-01,BAJAUTOFIN,EQ,44.25,46.0,47.4,44.55,46.0,46.8,45.82,3474,15916154999.999998,3448.0,0.9925,48.13333333333333,48.707142857142856,43.35,45.457142857142856,5555.666666666667,4037.714285714286,25308785000.0,18822082857.142857,1.5829824172535332,1.418164474308465,2.9398129192178795,2.723421342635717,3085.0468932146437,2464.0473963437735,13660492903.265785,10979046237.140738
2002-03-04,BAJAUTOFIN,EQ,46.8,45.0,49.9,44.1,47.8,47.8,46.81,2628,12300720000.0,2126.0,0.809,49.083333333333336,48.61428571428571,42.88333333333333,44.892857142857146,5067.333333333333,3813.5714285714284,23065541666.666668,17608789285.714287,1.4580237766695892,1.2931596594241705,2.5071564237864545,2.4964021730329673,3517.9154812663314,2517.9164572547365,15619122501.515835,11192056500.32404
2002-03-05,BAJAUTOFIN,EQ,47.8,48.0,49.0,47.25,48.5,48.5,47.84,2857,13669204999.999998,2807.0,0.9825,48.76666666666667,48.47142857142857,45.300000000000004,44.785714285714285,2986.3333333333335,3843.1428571428573,13962026666.666666,17726390714.285713,1.2662279942150405,1.163277389840627,1.7036725037401719,2.3527845711189013,437.57780260580154,2503.1456495492025,1825418022.3056512,11137863922.246443
2002-03-06,BAJAUTOFIN,EQ,48.5,47.5,48.3,47.25,48.0,48.15,47.81,4625,22111750000.0,4575.0,0.9892,49.06666666666666,48.51428571428571,46.199999999999996,44.95,3370.0,4339.571428571428,16027225000.0,20113140714.285713,0.8020806277013866,1.1484461552152574,1.818653347947399,2.4956629045873266,1092.876479754226,2207.0954410070817,5313593055.129921,9762499960.353168
2002-03-07,BAJAUTOFIN,EQ,48.15,48.75,48.9,47.5,47.5,47.5,47.97,2025,9713250000.0,1750.0,0.8642000000000001,48.73333333333333,48.642857142857146,47.333333333333336,45.16428571428572,3169.0,4114.571428571428,15164735000.0,19103040000.0,0.3785938897206889,1.1315286752253673,0.1443375672982855,2.659842458635817,1327.783114819581,2369.3712849011745,6333100192.494584,10502147066.459412
2002-03-08,BAJAUTOFIN,EQ,47.5,47.0,48.0,47.0,47.4,47.5,47.65,1700,8101250000.0,1700.0,1.0,48.4,48.77857142857143,47.25,45.37857142857143,2783.3333333333335,3772.714285714286,13308750000.0,17541725714.285713,0.45825756949612284,0.9512523074248385,0.25000000000051137,2.750281370886904,1603.1869302527766,2539.5257900039514,7666110014.211898,11297055337.843748
2002-03-12,BAJAUTOFIN,EQ,47.15,49.0,56.6,48.75,52.85,53.4,53.05,23924,126924714999.99998,18371.0,0.6792,51.166666666666664,49.72857142857142,47.75,46.62857142857143,9216.333333333334,5890.428571428572,48246405000.0,29819577857.142857,4.726873526268074,3.1335359610267335,0.9013878188661323,1.6775123305202775,12738.24950035653,8010.373417370394,68142182121.95786,43061619697.44779
2002-03-13,BAJAUTOFIN,EQ,53.4,52.0,53.0,48.0,49.0,49.0,50.83,5731,29133220000.0,3430.0,0.5985,52.53333333333333,50.528571428571425,47.916666666666664,47.121428571428574,10451.666666666666,6212.857142857143,54719728333.333336,31707730000.0,4.318950489798886,3.1547394428670423,0.8779711460711976,1.4574112731304032,11840.188526089158,7942.030207039241,63409431594.7585,42638067178.22164
2002-03-14,BAJAUTOFIN,EQ,49.0,50.0,50.9,49.1,50.1,50.1,50.08,1395,6986225000.0,1395.0,1.0,53.5,50.67142857142857,48.61666666666667,47.83571428571428,10350.0,6036.714285714285,54348053333.333336,30948516428.57143,2.8827070610800467,3.1441555759399673,0.5619905100031068,0.8122572897560788,11953.67437234259,8047.757714922536,63821244197.29575,43086182185.171776
2002-03-15,BAJAUTOFIN,EQ,50.1,51.0,52.45,50.25,52.45,52.45,51.36,5275,27091045000.0,4525.0,0.8578,52.11666666666667,51.16428571428572,49.11666666666667,48.26428571428571,4133.666666666667,6382.142857142857,21070163333.333332,32865922142.857143,1.0889597482616264,3.1086859879101114,1.1250925887826035,1.1660882920096145,2382.688677383878,7939.697778223285,12239714413.151482,42483496680.92176
2002-03-18,BAJAUTOFIN,EQ,52.45,52.5,53.7,50.5,50.5,51.1,52.23,8085,42230425000.0,7000.0,0.8658,52.35,51.93571428571429,49.949999999999996,48.72857142857142,4918.333333333333,6876.428571428572,25435898333.333332,35740018571.42857,1.4026760139108048,2.9451534037174776,0.7466592261535295,1.3303687279776826,3359.231062807876,7919.751129447245,17680300938.505913,42314898134.395256
2002-03-19,BAJAUTOFIN,EQ,51.1,50.5,51.0,48.75,49.0,49.0,49.62,955,4739125000.0,950.0,0.9948,52.38333333333333,52.23571428571428,49.833333333333336,48.90714285714285,4771.666666666667,6723.571428571428,24686865000.0,35029429285.71429,1.3512340039142126,2.6793522671400702,0.9464847243001471,1.2170416904077215,3591.5502688022248,8038.430067642619,18860924023.673916,42863021717.97002
2002-03-20,BAJAUTOFIN,EQ,49.0,48.65,50.0,48.2,50.0,49.5,48.96,2850,13952625000.0,2450.0,0.8595999999999999,51.56666666666667,52.521428571428565,49.150000000000006,49.07857142857143,3963.3333333333335,6887.857142857143,20307391666.666668,35865340000.0,1.9139836293275876,2.219582757873127,1.201041214946519,0.9612739562932245,3693.0824974989837,7929.664819073824,19536803435.140896,42303753570.59534
2002-03-21,BAJAUTOFIN,EQ,49.5,47.75,48.9,47.0,48.9,48.0,47.58,2025,9634125000.0,1925.0,0.9506,49.96666666666666,51.42142857142858,47.98333333333334,48.82857142857143,1943.3333333333333,3759.4285714285716,9441958333.333334,19109541428.57143,1.0503967504395415,1.7112025846504442,0.8948929172440658,1.2462801794597758,950.1359551839588,2651.58014883847,4609755045.914391,13955971013.581316
2002-03-22,BAJAUTOFIN,EQ,48.0,47.1,48.75,47.0,47.0,47.4,47.59,1850,8804580000.0,1245.0,0.6729999999999999,49.21666666666666,50.814285714285724,47.400000000000006,48.68571428571429,2241.6666666666665,3205.0,10797110000.0,16205450000.0,0.6825198409818726,1.8089394419830604,0.692820323027758,1.404372423811401,534.048999000404,2575.2783021128585,2764053619.8082066,13633883222.533272
2002-03-26,BAJAUTOFIN,EQ,47.4,45.3,47.45,45.25,47.45,47.05,46.91,2932,13753829999.999998,2007.0,0.6845,48.36666666666667,50.32142857142857,46.416666666666664,48.13571428571429,2269.0,3424.5714285714284,10730845000.0,17172250714.285715,0.7973915809273917,2.207724534231502,1.0103629710820015,1.8862913979805016,580.8037534313979,2458.0920010679506,2650634821.967153,13100699956.044441
2002-03-27,BAJAUTOFIN,EQ,47.05,46.5,46.5,46.5,46.5,46.5,46.5,6,27900000.0,6.0,1.0,47.56666666666666,49.471428571428575,46.25,47.60000000000001,1596.0,2671.8571428571427,7528770000.0,13306087142.857143,1.1295279249907264,2.389535719000877,0.9013878188661761,1.7100194930662793,1479.444490340885,2599.672763289724,6951334904.771877,13666783162.316326
2002-03-28,BAJAUTOFIN,EQ,46.5,45.05,48.2,45.05,48.2,48.15,47.72,1880,8970750000.0,1370.0,0.7287,47.38333333333333,48.68571428571429,45.599999999999994,46.82142857142857,1606.0,1785.4285714285713,7584160000.0,8554705000.0,0.851958527942443,1.5096120599109766,0.7858116822753025,1.3780593670258179,1482.1187536766415,1030.7298154127989,6967227745.832617,4913148580.2639
2002-04-01,BAJAUTOFIN,EQ,48.15,47.05,47.25,47.0,47.25,47.25,47.06,1000,4705500000.0,1000.0,1.0,47.31666666666666,48.15,46.18333333333333,46.57142857142857,962.0,1791.857142857143,4568050000.0,8549901428.571428,0.8519585279424413,1.1811011811018122,1.0128343069493935,1.1007032384106044,937.5777301109503,1024.8106212973007,4473009155.758554,4917515305.958738
2002-04-02,BAJAUTOFIN,EQ,47.25,47.8,47.95,45.6,47.0,47.05,47.08,1760,8285425000.0,1505.0,0.8551000000000001,47.800000000000004,47.857142857142854,45.883333333333326,46.199999999999996,1546.6666666666667,1636.142857142857,7320558333.333333,7740301428.571428,0.49244289009034964,0.8550967642264684,1.0054020754572117,0.8751190395216504,477.21413781795525,914.0606158913965,2290483607.0049014,4308598019.813227
2002-04-03,BAJAUTOFIN,EQ,47.05,47.95,47.95,45.55,47.05,47.1,46.93,620,2909505000.0,420.0,0.6774,47.71666666666667,47.72142857142858,46.050000000000004,45.99285714285714,1126.6666666666667,1435.4285714285713,5300143333.333333,6779641428.571428,0.4041451884333976,0.7279292220958413,0.823103881657916,0.8243323416703773,580.4595880277412,967.1585283951995,2736846631.0716414,4558399835.165674
2002-04-04,BAJAUTOFIN,EQ,47.1,45.3,52.5,45.25,49.0,48.5,48.89,6350,31043250000.0,5375.0,0.8465,49.46666666666667,48.25714285714287,45.46666666666667,45.74285714285714,2910.0,2078.285714285714,14079393333.333334,9956594285.714285,2.626943724812911,1.9556389772971652,0.18929694486097,0.7276838664720842,3033.1666620876604,2109.5283607389247,14935007657.078993,10317018083.70775
2002-04-05,BAJAUTOFIN,EQ,48.5,49.35,49.35,48.25,49.1,48.55,48.8,2163,10554700000.0,2080.0,0.9616,49.93333333333334,48.528571428571425,46.35,46.17142857142857,3044.3333333333335,1968.4285714285713,14835818333.333334,9499575714.285715,2.330414841467921,1.9567952419831018,1.6522711641859225,1.1499482390007447,2964.9260249344047,2077.4394381178886,14547263748.528728,10190860630.899603
2002-04-08,BAJAUTOFIN,EQ,48.55,48.05,49.5,47.0,47.0,47.5,48.16,4751,22880575000.0,4726.0,0.9947,50.449999999999996,48.957142857142856,46.833333333333336,46.24285714285714,4421.333333333333,2646.285714285714,21492841666.666668,12764243571.428572,1.7769355643918674,1.7567556677553517,1.5069284433355155,1.188636674033367,2112.8777374314222,2104.3476197534137,10314529709.538776,10310625182.435036
2002-04-09,BAJAUTOFIN,EQ,47.5,48.5,48.5,47.5,48.0,48.0,48.27,601,2901050000.0,550.0,0.9151,49.11666666666667,49.0,47.583333333333336,46.59285714285715,2505.0,2463.5714285714284,12112108333.333334,11897143571.428572,0.5392896562460019,1.7387735140993517,0.6291528696060653,1.1385036127261252,2096.031488313093,2233.5316472008117,10080401546.761822,10920034394.00094
2002-04-10,BAJAUTOFIN,EQ,48.0,47.55,48.85,47.55,48.25,48.25,48.15,1600,7704500000.0,1400.0,0.875,48.95000000000001,49.228571428571435,47.35,46.67142857142858,2317.3333333333335,2549.285714285714,11162041666.666666,12325572142.857143,0.5074445782551925,1.567071882752783,0.304138126515288,1.1891373423821072,2165.998691904807,2178.8478388271765,10428868615.001253,10646255778.205454
2002-04-11,BAJAUTOFIN,EQ,48.25,48.25,48.5,46.0,47.05,47.05,47.61,1700,8093600000.0,1600.0,0.9412,48.616666666666674,49.307142857142864,47.01666666666667,46.728571428571435,1300.3333333333333,2540.714285714286,6233050000.0,12298168571.428572,0.2020725942178006,1.5048334823241656,0.8808140174483962,1.1375621385434649,607.7008584273502,2182.5851426145687,2892147593.4847875,10658628079.023827
2002-04-12,BAJAUTOFIN,EQ,47.05,48.9,48.9,46.0,47.5,47.5,47.0,2455,11538100000.0,1805.0,0.7352,48.75,49.44285714285714,46.51666666666667,46.79285714285714,1918.3333333333333,2802.8571428571427,9112066666.666666,13530825000.0,0.21794494717837204,1.4013174073672738,0.8948929172440778,1.0706028564273669,467.4487494189458,2017.3926595626087,2109994787.5132668,9860972929.020454
2002-04-15,BAJAUTOFIN,EQ,47.5,47.5,48.8,47.5,48.8,48.75,48.21,2890,13933285000.0,2605.0,0.9014,48.73333333333333,48.91428571428572,46.5,47.11428571428571,2348.3333333333335,2308.5714285714284,11188328333.333334,11086544285.714285,0.20816659994801237,0.38591264740695397,0.8660254037846041,0.8439561035752203,602.12817018749,1299.6398035792724,2935512798.287233,6259500909.82522
2002-04-17,BAJAUTOFIN,EQ,47.5,48.0,48.4,48.0,48.15,48.15,48.21,785,3784450000.0,705.0,0.8981,48.699999999999996,48.778571428571425,47.166666666666664,47.07857142857142,2043.3333333333333,2111.714285714286,9751945000.0,10119365714.285715,0.2645751311075546,0.37400662077165,1.0408329997331853,0.7915476100953006,1111.2417978699937,1423.7972367681157,5304948183.28368,6850520560.884606
2002-04-18,BAJAUTOFIN,EQ,48.15,48.6,49.0,48.05,48.5,48.5,48.46,1701,8242805000.0,1551.0,0.9118,48.73333333333333,48.707142857142856,47.85,47.22857142857142,1792.0,1676.0,8653513333.333334,8028255714.285714,0.3055050463313409,0.23528098702874592,0.304138126515254,0.8697974586348141,1055.4463510761707,820.2763761887101,5086867795.176926,3908145813.2665305
2002-04-19,BAJAUTOFIN,EQ,48.5,48.9,48.9,47.5,47.5,47.5,48.62,250,1215500000.0,200.0,0.8,48.76666666666667,48.76428571428572,47.85,47.22857142857142,912.0,1625.857142857143,4414251666.666667,7787462857.142858,0.32145502536733833,0.22493385271077895,0.304138126515254,0.8697974586348141,733.7894793467719,903.453638096845,3555733608.590242,4308154202.0546665
